timestamp,hash_price
2025-05-18T10:05:00,2.0235895991778987
2025-05-18T10:10:00,2.0235895991778987
2025-05-18T10:15:00,2.0245747732420116
2025-05-18T10:20:00,2.0245747732420116
2025-05-18T10:25:00,2.023412937873796
2025-05-18T10:30:00,2.023412937873796
2025-05-18T10:35:00,2.023412937873796
2025-05-18T10:40:00,2.023412937873796
2025-05-18T10:45:00,2.023412937873796
2025-05-18T10:50:00,2.021605616770415
2025-05-18T10:55:00,2.022264542009421
2025-05-18T11:00:00,2.022264542009421
2025-05-18T11:05:00,2.022305834398032
2025-05-18T11:10:00,2.023473513028786
2025-05-18T11:15:00,2.023473513028786
2025-05-18T11:20:00,2.023473513028786
2025-05-18T11:25:00,2.0234766294354736
2025-05-18T11:30:00,2.0234766294354736
2025-05-18T11:35:00,2.0234766294354736
2025-05-18T11:40:00,2.0224651606899346
2025-05-18T11:45:00,2.0224651606899346
2025-05-18T11:50:00,2.023362685815959
2025-05-18T11:55:00,2.0222990172584026
2025-05-18T12:00:00,2.020563178733418
2025-05-18T12:05:00,2.0216996932972964
2025-05-18T12:10:00,2.0204065792973664
2025-05-18T12:15:00,2.0206167419733605
2025-05-18T12:20:00,2.0231770648426295
2025-05-18T12:25:00,2.0234183915854995
2025-05-18T12:30:00,2.0234766294354736
2025-05-18T12:35:00,2.0234766294354736
2025-05-18T12:40:00,2.0234762398846375
2025-05-18T12:45:00,2.0234766294354736
2025-05-18T12:50:00,2.0234766294354736
2025-05-18T12:55:00,2.0234766294354736
2025-05-18T13:00:00,2.0234766294354736
2025-05-18T13:05:00,2.0234766294354736
2025-05-18T13:10:00,2.0234766294354736
2025-05-18T13:15:00,2.0234766294354736
2025-05-18T13:20:00,2.0234766294354736
2025-05-18T13:25:00,2.0234766294354736
2025-05-18T13:30:00,2.0244014231200147
2025-05-18T13:35:00,2.031889953614863
2025-05-18T13:40:00,2.0349405262111726
2025-05-18T13:45:00,2.0327740392370472
2025-05-18T13:50:00,2.0326129599663827
2025-05-18T13:55:00,2.039236687605426
2025-05-18T14:00:00,2.039298626188342
2025-05-18T14:05:00,2.038827659227681
2025-05-18T14:10:00,2.039673958418778
2025-05-18T14:15:00,2.036483147521527
2025-05-18T14:20:00,2.0412463803680825
2025-05-18T14:25:00,2.0412463803680825
2025-05-18T14:30:00,2.0412463803680825
2025-05-18T14:35:00,2.0445848310321577
2025-05-18T14:40:00,2.0451416939521456
2025-05-18T14:45:00,2.049787671997081
2025-05-18T14:50:00,2.050956129729507
2025-05-18T14:55:00,2.0496713910725504
2025-05-18T15:00:00,2.043083112559578
2025-05-18T15:05:00,2.043901558865905
2025-05-18T15:10:00,2.047721299587794
2025-05-18T15:15:00,2.050956324504925
2025-05-18T15:20:00,2.051390284136171
2025-05-18T15:25:00,2.051744580621466
2025-05-18T15:30:00,2.050689092631465
2025-05-18T15:35:00,2.0517362052784933
2025-05-18T15:40:00,2.0513635999039086
2025-05-18T15:45:00,2.051767758896205
2025-05-18T15:50:00,2.056707847822281
2025-05-18T15:55:00,2.055492643989541
2025-05-18T16:00:00,2.0572487391579943
2025-05-18T16:05:00,2.051934486653991
2025-05-18T16:10:00,2.055025767312657
2025-05-18T16:15:00,2.0546858842082925
2025-05-18T16:20:00,2.048184475531736
2025-05-18T16:25:00,2.0546554992430885
2025-05-18T16:30:00,2.054077990128795
2025-05-18T16:35:00,2.0537782307605332
2025-05-18T16:40:00,2.054776649553068
2025-05-18T16:45:00,2.0559908795087183
2025-05-18T16:50:00,2.0554671284097865
2025-05-18T16:55:00,2.0592560946156353
2025-05-18T17:00:00,2.0588733609193164
2025-05-18T17:05:00,2.060796183845556
2025-05-18T17:10:00,2.0619023134442314
2025-05-18T17:15:00,2.0586844287638812
2025-05-18T17:20:00,2.0593053727963833
2025-05-18T17:25:00,2.055125881877496
2025-05-18T17:30:00,2.0564558084314224
2025-05-18T17:35:00,2.0530330200113647
2025-05-18T17:40:00,2.0569431365271935
2025-05-18T17:45:00,2.0518261915215974
2025-05-18T17:50:00,2.0460879129326632
2025-05-18T17:55:00,2.043614654675229
2025-05-18T18:00:00,2.0336113787589176
2025-05-18T18:05:00,2.026933893104513
2025-05-18T18:10:00,2.03094801969354
2025-05-18T18:15:00,2.0291927036267583
2025-05-18T18:20:00,2.037010015027147
2025-05-18T18:25:00,2.0369831360194666
2025-05-18T18:30:00,2.0382692381043492
2025-05-18T18:35:00,2.0353758492703444
2025-05-18T18:40:00,2.036784659868551
2025-05-18T18:45:00,2.0353565665039652
2025-05-18T18:50:00,2.0342408929098097
2025-05-18T18:55:00,2.035208537186305
2025-05-18T19:00:00,2.0361835829286834
2025-05-18T19:05:00,2.0362675311338294
2025-05-18T19:10:00,2.0374482597175887
2025-05-18T19:15:00,2.033819983231568
2025-05-18T19:20:00,2.0399875468417163
2025-05-18T19:25:00,2.0399875468417163
2025-05-18T19:30:00,2.0276064526227775
2025-05-18T19:35:00,2.0282057765838837
