timestamp,mean
2025-06-21 20:00:00,1.356096
2025-06-21 20:05:00,1.3909794
2025-06-21 20:10:00,1.407556
2025-06-21 20:15:00,1.386964
2025-06-21 20:20:00,1.39463
2025-06-21 20:25:00,1.3878953
2025-06-21 20:30:00,1.331408
2025-06-21 20:35:00,1.3635423
2025-06-21 20:40:00,1.3544654
2025-06-21 20:45:00,1.371305
2025-06-21 20:50:00,1.3479238
2025-06-21 20:55:00,1.4184543
2025-06-21 21:00:00,1.3866246
2025-06-21 21:05:00,1.3974595
2025-06-21 21:10:00,1.448753
2025-06-21 21:15:00,1.3569298
2025-06-21 21:20:00,1.3946719
2025-06-21 21:25:00,1.3981513
2025-06-21 21:30:00,1.3393321
2025-06-21 21:35:00,1.3559649
2025-06-21 21:40:00,1.3593184
2025-06-21 21:45:00,1.4380963
2025-06-21 21:50:00,1.4000808
2025-06-21 21:55:00,1.397797
2025-06-21 22:00:00,1.3622775
2025-06-21 22:05:00,1.4345697
2025-06-21 22:10:00,1.3627511
2025-06-21 22:15:00,1.3659836
2025-06-21 22:20:00,1.3921286
2025-06-21 22:25:00,1.416894
2025-06-21 22:30:00,1.4374601
2025-06-21 22:35:00,1.4404893
2025-06-21 22:40:00,1.3974371
2025-06-21 22:45:00,1.4484553
2025-06-21 22:50:00,1.3756977
2025-06-21 22:55:00,1.3693352
2025-06-21 23:00:00,1.4195002
2025-06-21 23:05:00,1.4570625
2025-06-21 23:10:00,1.3907531
2025-06-21 23:15:00,1.4151585
2025-06-21 23:20:00,1.3689144
2025-06-21 23:25:00,1.3963577
2025-06-21 23:30:00,1.4057846
2025-06-21 23:35:00,1.3439167
2025-06-21 23:40:00,1.3723242
2025-06-21 23:45:00,1.3875501
2025-06-21 23:50:00,1.4555092
2025-06-21 23:55:00,1.421916
2025-06-22 00:00:00,1.533281
2025-06-22 00:05:00,1.5655745
2025-06-22 00:10:00,1.5884703
2025-06-22 00:15:00,1.5228783
2025-06-22 00:20:00,1.5320681
2025-06-22 00:25:00,1.512279
2025-06-22 00:30:00,1.5179029
2025-06-22 00:35:00,1.5012863
2025-06-22 00:40:00,1.5579686
2025-06-22 00:45:00,1.5708512
2025-06-22 00:50:00,1.5224645
2025-06-22 00:55:00,1.5280095
2025-06-22 01:00:00,1.5154122
2025-06-22 01:05:00,1.523534
2025-06-22 01:10:00,1.5196857
2025-06-22 01:15:00,1.5398548
2025-06-22 01:20:00,1.5321816
2025-06-22 01:25:00,1.534714
2025-06-22 01:30:00,1.5513324
2025-06-22 01:35:00,1.5502627
2025-06-22 01:40:00,1.5703506
2025-06-22 01:45:00,1.5261625
2025-06-22 01:50:00,1.5662997
2025-06-22 01:55:00,1.5761372
2025-06-22 02:00:00,1.583097
2025-06-22 02:05:00,1.5763665
2025-06-22 02:10:00,1.581315
2025-06-22 02:15:00,1.5878778
2025-06-22 02:20:00,1.5874758
2025-06-22 02:25:00,1.6132828
2025-06-22 02:30:00,1.6275806
2025-06-22 02:35:00,1.6129643
2025-06-22 02:40:00,1.6355233
